Batch_ID,Car_ID,Order_ID,Dropoff_Lat,Dropoff_Lon,Time_of_Day,Traffic_Condition,Distance_km,Actual_Delivery_Time_Min,Fuel_Consumed_L,Fuel_Cost_TND
23,Car_2,23-7,36.93854465912779,10.286420906742658,10:01,Moderate Traffic,5.66,12.13,0.57,1.25
23,Car_2,23-8,36.97427581330661,10.249563293525549,9:40,Moderate Traffic,5.15,11.04,0.52,1.14
23,Car_2,23-9,36.92892987740394,10.240142734961779,11:16,Moderate Traffic,5.11,10.95,0.51,1.12
23,Car_2,23-10,36.88368682018364,10.278998110371857,11:48,Moderate Traffic,6.1,13.07,0.61,1.34
23,Car_2,23-11,36.841316894003775,10.320931447922696,11:09,Moderate Traffic,6.01,12.88,0.6,1.32
23,Car_2,23-12,36.89065354633154,10.354180013432094,9:34,Moderate Traffic,6.23,13.35,0.62,1.36
23,Car_2,23-13,36.86867051711431,10.360049668758611,10:18,Moderate Traffic,2.5,6.52,0.25,0.55
23,Car_2,23-14,36.87415482816381,10.379392088851418,9:35,Moderate Traffic,1.83,4.77,0.18,0.4
23,Car_2,23-15,36.91108643879628,10.366781725519207,11:57,Moderate Traffic,4.26,11.11,0.43,0.95
23,Car_2,23-16,36.939403311753644,10.32876432674124,11:34,Moderate Traffic,4.62,12.05,0.46,1.01
23,Car_2,23-17,36.944575854280195,10.343648060492267,10:43,Moderate Traffic,1.44,3.76,0.14,0.31
23,Car_2,23-18,36.979243962234506,10.325960813565073,9:17,Moderate Traffic,4.16,10.85,0.42,0.92
23,Car_2,23-19,36.94710172680496,10.327737863884515,10:23,Moderate Traffic,3.58,9.34,0.36,0.79
23,Car_2,23-20,36.95714966750327,10.299273120364317,10:07,Moderate Traffic,2.77,7.23,0.28,0.62
23,Car_2,23-21,36.94128866077421,10.308398767365768,9:16,Moderate Traffic,1.94,5.06,0.19,0.42
23,Car_2,23-22,36.98594927070827,10.332996607718671,11:24,Moderate Traffic,5.43,11.64,0.54,1.19
23,Car_2,23-23,36.946284273085105,10.298648561438094,11:37,Moderate Traffic,5.36,11.49,0.54,1.19
23,Car_2,23-24,36.982462988886944,10.333572750842581,9:38,Moderate Traffic,5.08,10.89,0.51,1.12
23,Car_2,23-25,36.992247372535324,10.31212989949054,9:17,Moderate Traffic,2.19,5.71,0.22,0.48
23,Car_2,23-26,37.02544329893613,10.312510430289768,11:53,Moderate Traffic,3.69,9.63,0.37,0.81
23,Car_2,23-27,37.02243159113076,10.274473872190551,10:40,Moderate Traffic,3.39,8.84,0.34,0.75
23,Car_2,23-28,36.99770708566652,10.254553038549187,9:29,Moderate Traffic,3.27,8.53,0.33,0.73
23,Car_2,23-29,36.97715993034664,10.250958666636576,10:36,Moderate Traffic,2.31,6.03,0.23,0.51
23,Car_2,23-30,36.953201308413675,10.293105399254163,9:59,Moderate Traffic,4.6,12.0,0.46,1.01
23,Car_2,23-31,36.94372109614539,10.31679859781798,9:59,Moderate Traffic,2.35,6.13,0.24,0.53
23,Car_2,23-32,36.93156197714971,10.281927036573041,10:08,Moderate Traffic,3.38,8.82,0.34,0.75
23,Car_2,23-33,36.91529139418415,10.28871219643454,10:29,Moderate Traffic,1.91,4.98,0.19,0.42
23,Car_2,23-34,36.946602036836545,10.317817832179175,9:54,Moderate Traffic,4.34,11.32,0.43,0.95
23,Car_2,23-35,36.97840282073505,10.354408493448155,9:01,Moderate Traffic,4.8,12.52,0.48,1.06
23,Car_2,23-36,37.027343430541826,10.384639442356082,11:03,Moderate Traffic,6.07,13.01,0.61,1.34
23,Car_2,23-37,37.0696797513023,10.429737297257368,9:05,Moderate Traffic,6.18,13.24,0.62,1.36
23,Car_2,23-38,37.06717045772572,10.411056687189769,11:22,Moderate Traffic,1.68,4.38,0.17,0.37
23,Car_2,23-39,37.043489075618425,10.442897530092107,9:20,Moderate Traffic,3.86,10.07,0.39,0.86
23,Car_2,23-40,37.05644377424295,10.409040061340663,11:52,Moderate Traffic,3.33,8.69,0.33,0.73
23,Car_2,23-41,37.07869078630885,10.41751000525764,10:57,Moderate Traffic,2.59,6.76,0.26,0.57
23,Car_2,23-42,37.04234357617515,10.464478189284247,11:45,Moderate Traffic,5.81,12.45,0.58,1.28
23,Car_2,23-43,37.019238524742185,10.447691321687598,9:25,Moderate Traffic,2.97,7.75,0.3,0.66
23,Car_2,23-44,37.05770135285491,10.47374830300578,9:58,Moderate Traffic,4.86,12.68,0.49,1.08
23,Car_2,23-45,37.05836139891926,10.506417183365851,11:11,Moderate Traffic,2.9,7.57,0.29,0.64
23,Car_2,23-46,37.04189409454717,10.460676389353102,10:50,Moderate Traffic,4.45,11.61,0.45,0.99
23,Car_2,23-47,37.01140106136349,10.47856585119061,10:30,Moderate Traffic,3.74,9.76,0.37,0.81
23,Car_2,23-48,36.973780677170915,10.49596830135968,10:27,Moderate Traffic,4.46,11.63,0.45,0.99
24,Car_2,24-1,36.77555129316742,10.178410519509287,14:10,Moderate Traffic,3.45,9.0,0.35,0.77
24,Car_2,24-2,36.82294758888128,10.139317569729656,15:50,Moderate Traffic,6.32,13.54,0.63,1.39
24,Car_2,24-3,36.85195124025053,10.173316737752579,14:05,Moderate Traffic,4.42,11.53,0.44,0.97
24,Car_2,24-4,36.868348619278116,10.191243182373317,13:13,Moderate Traffic,2.42,6.31,0.24,0.53
24,Car_2,24-5,36.880793780227556,10.142945233774876,14:43,Moderate Traffic,4.51,11.77,0.45,0.99
24,Car_2,24-6,36.855751976815725,10.110021602744892,15:54,Moderate Traffic,4.04,10.54,0.4,0.88
24,Car_2,24-7,36.84556474579732,10.155884715751398,16:49,Rush Hour,4.24,12.72,0.61,1.34
24,Car_2,24-8,36.88684984498547,10.11564995358254,15:28,Moderate Traffic,5.82,12.47,0.58,1.28
24,Car_2,24-9,36.878206492205244,10.087546193133651,16:03,Rush Hour,2.68,8.04,0.38,0.84
24,Car_2,24-10,36.91824491314987,10.051427878577591,15:53,Moderate Traffic,5.49,11.76,0.55,1.21
24,Car_2,24-11,36.9665212733935,10.070020430729958,15:12,Moderate Traffic,5.62,12.04,0.56,1.23
24,Car_2,24-12,36.956357351364076,10.059403792800344,14:57,Moderate Traffic,1.47,3.83,0.15,0.33
24,Car_2,24-13,36.92747967123393,10.103532460809232,16:30,Rush Hour,5.07,12.17,0.72,1.58
24,Car_2,24-14,36.87792604052543,10.100792523935345,15:23,Moderate Traffic,5.52,11.83,0.55,1.21
24,Car_2,24-15,36.87137230761682,10.123107359900455,13:19,Moderate Traffic,2.11,5.5,0.21,0.46
24,Car_2,24-16,36.921342537731384,10.14463545977988,13:12,Moderate Traffic,5.88,12.6,0.59,1.3
24,Car_2,24-17,36.9053566467106,10.143909548429118,16:22,Rush Hour,1.78,5.34,0.25,0.55
24,Car_2,24-18,36.89105248385248,10.169661768221847,14:50,Moderate Traffic,2.79,7.28,0.28,0.62
24,Car_2,24-19,36.904241552262405,10.184899783728842,13:50,Moderate Traffic,2.0,5.22,0.2,0.44
24,Car_2,24-20,36.85581251892403,10.188793074333711,14:05,Moderate Traffic,5.4,11.57,0.54,1.19
24,Car_2,24-21,36.868305002613376,10.212079912277172,15:16,Moderate Traffic,2.49,6.5,0.25,0.55
24,Car_2,24-22,36.89326755469304,10.21928471935946,16:02,Rush Hour,2.85,8.55,0.41,0.9
24,Car_2,24-23,36.911091776612295,10.17012176063944,14:07,Moderate Traffic,4.8,12.52,0.48,1.06
24,Car_2,24-24,36.916442409300544,10.125805176982798,14:06,Moderate Traffic,3.98,10.38,0.4,0.88
24,Car_2,24-25,36.89515943918478,10.146024901398423,15:28,Moderate Traffic,2.97,7.75,0.3,0.66
24,Car_2,24-26,36.90646231059111,10.18373407297072,14:14,Moderate Traffic,3.58,9.34,0.36,0.79
24,Car_2,24-27,36.902643835791025,10.151543016003842,15:26,Moderate Traffic,2.89,7.54,0.29,0.64
24,Car_2,24-28,36.92847330434656,10.133980690646407,14:24,Moderate Traffic,3.27,8.53,0.33,0.73
24,Car_2,24-29,36.967439562053656,10.098388491968384,13:18,Moderate Traffic,5.36,11.49,0.54,1.19
24,Car_2,24-30,36.93196395429131,10.092929744480227,16:08,Rush Hour,3.97,11.91,0.57,1.25
24,Car_2,24-31,36.88679765010964,10.048332976478797,15:32,Moderate Traffic,6.4,13.71,0.64,1.41
24,Car_2,24-32,36.91196300470809,10.053794675357887,15:46,Moderate Traffic,2.84,7.41,0.28,0.62
24,Car_2,24-33,36.89450506911588,10.06117986040735,13:23,Moderate Traffic,2.05,5.35,0.2,0.44
25,Car_1,25-1,36.76005980014755,10.163722184314283,10:56,Moderate Traffic,5.4,11.57,0.54,1.19
25,Car_1,25-2,36.76545324361227,10.135094658884338,10:43,Moderate Traffic,2.62,6.83,0.26,0.57
25,Car_1,25-3,36.733612850048054,10.15553433565496,9:45,Moderate Traffic,3.98,10.38,0.4,0.88
25,Car_1,25-4,36.739620509309574,10.183573836782449,11:32,Moderate Traffic,2.59,6.76,0.26,0.57
25,Car_1,25-5,36.76166569666433,10.15545771898895,10:42,Moderate Traffic,3.5,9.13,0.35,0.77
25,Car_1,25-6,36.80295562551832,10.153237004265598,9:06,Moderate Traffic,4.6,12.0,0.46,1.01
25,Car_1,25-7,36.77108271522372,10.145669235483116,9:35,Moderate Traffic,3.61,9.42,0.36,0.79
25,Car_1,25-8,36.724742292625315,10.150730451627211,9:21,Moderate Traffic,5.17,11.08,0.52,1.14
25,Car_1,25-9,36.75618483679468,10.111907871491027,9:08,Moderate Traffic,4.92,12.83,0.49,1.08
25,Car_1,25-10,36.77200896244174,10.121910190562694,9:14,Moderate Traffic,1.97,5.14,0.2,0.44
25,Car_1,25-11,36.76100679613413,10.085174133696215,9:51,Moderate Traffic,3.49,9.1,0.35,0.77
25,Car_1,25-12,36.762656406311116,10.127823839802106,10:58,Moderate Traffic,3.8,9.91,0.38,0.84
25,Car_1,25-13,36.761342064605884,10.105952447905453,10:09,Moderate Traffic,1.95,5.09,0.2,0.44
25,Car_1,25-14,36.74926151368263,10.123158184530018,9:02,Moderate Traffic,2.04,5.32,0.2,0.44
25,Car_1,25-15,36.7059498241019,10.089433501863754,10:09,Moderate Traffic,5.68,12.17,0.57,1.25
26,Car_1,26-1,36.80285042798039,10.205077601480099,13:00,Moderate Traffic,2.14,5.58,0.21,0.46
26,Car_1,26-2,36.770785019451715,10.174093958863752,15:57,Moderate Traffic,4.51,11.77,0.45,0.99
26,Car_1,26-3,36.75815629131822,10.142061862624681,16:58,Rush Hour,3.18,9.54,0.45,0.99
26,Car_1,26-4,36.727489388226026,10.13999845498547,13:12,Moderate Traffic,3.41,8.9,0.34,0.75
26,Car_1,26-5,36.714804127514604,10.104051510472868,16:12,Rush Hour,3.5,10.5,0.5,1.1
26,Car_1,26-6,36.724646254487666,10.067031747025808,15:49,Moderate Traffic,3.48,9.08,0.35,0.77
26,Car_1,26-7,36.69909564380927,10.076083682274502,14:14,Moderate Traffic,2.95,7.7,0.3,0.66
26,Car_1,26-8,36.671993915544995,10.09907024619934,13:51,Moderate Traffic,3.64,9.5,0.36,0.79
26,Car_1,26-9,36.720074184402414,10.113368520258577,15:17,Moderate Traffic,5.5,11.79,0.55,1.21
26,Car_1,26-10,36.75990970690946,10.150219629912394,16:58,Rush Hour,5.51,13.22,0.79,1.74
26,Car_1,26-11,36.76168183872076,10.164778923045194,14:53,Moderate Traffic,1.31,3.42,0.13,0.29
26,Car_1,26-12,36.78497212441155,10.199166351756064,15:36,Moderate Traffic,4.01,10.46,0.4,0.88
26,Car_1,26-13,36.82105716017781,10.175444123893426,13:27,Moderate Traffic,4.53,11.82,0.45,0.99
26,Car_1,26-14,36.782184650108995,10.157971082177083,16:00,Rush Hour,4.59,13.77,0.66,1.45
26,Car_1,26-15,36.76465442641014,10.181986205577283,16:11,Rush Hour,2.89,8.67,0.41,0.9
26,Car_1,26-16,36.786334174967266,10.213298518299242,16:30,Rush Hour,3.69,11.07,0.53,1.17
26,Car_1,26-17,36.777538287353345,10.250758665879674,14:20,Moderate Traffic,3.48,9.08,0.35,0.77
26,Car_1,26-18,36.760285603690996,10.263182925589282,14:30,Moderate Traffic,2.21,5.77,0.22,0.48
26,Car_1,26-19,36.80581198369501,10.216190608268628,15:21,Moderate Traffic,6.57,14.08,0.66,1.45
26,Car_1,26-20,36.839300546867975,10.23933644600289,13:05,Moderate Traffic,4.26,11.11,0.43,0.95
26,Car_1,26-21,36.8315864945192,10.28837003015875,15:46,Moderate Traffic,4.45,11.61,0.45,0.99
26,Car_1,26-22,36.80983776308729,10.241098862114317,16:58,Rush Hour,4.85,14.55,0.69,1.52
27,Car_2,27-1,36.78901563671936,10.214629025151558,10:21,Moderate Traffic,3.53,9.21,0.35,0.77
27,Car_2,27-2,36.76156242831586,10.19403805861436,9:33,Moderate Traffic,3.56,9.29,0.36,0.79
27,Car_2,27-3,36.75451544167662,10.230789750492404,11:00,Moderate Traffic,3.37,8.79,0.34,0.75
27,Car_2,27-4,36.765587093403504,10.185829885157192,9:33,Moderate Traffic,4.19,10.93,0.42,0.92
27,Car_2,27-5,36.80977297339144,10.139801069568737,10:40,Moderate Traffic,6.4,13.71,0.64,1.41
27,Car_2,27-6,36.807884037747534,10.108199232085715,9:16,Moderate Traffic,2.82,7.36,0.28,0.62
27,Car_2,27-7,36.75985230023498,10.150484324849115,11:16,Moderate Traffic,6.53,13.99,0.65,1.43
27,Car_2,27-8,36.71480232143146,10.196014498966449,10:05,Moderate Traffic,6.45,13.82,0.65,1.43
27,Car_2,27-9,36.75601510060598,10.217924174070923,11:34,Moderate Traffic,4.98,12.99,0.5,1.1
27,Car_2,27-10,36.784603848333745,10.2316852612301,10:56,Moderate Traffic,3.41,8.9,0.34,0.75
27,Car_2,27-11,36.82104149575816,10.228964330192728,10:29,Moderate Traffic,4.06,10.59,0.41,0.9
27,Car_2,27-12,36.78296488766026,10.253209180678768,9:58,Moderate Traffic,4.75,12.39,0.47,1.03
27,Car_2,27-13,36.75511464000105,10.227693008701236,9:14,Moderate Traffic,3.84,10.02,0.38,0.84
27,Car_2,27-14,36.78572754030414,10.235894073847353,9:17,Moderate Traffic,3.48,9.08,0.35,0.77
27,Car_2,27-15,36.759964824901054,10.247890326760984,11:58,Moderate Traffic,3.06,7.98,0.31,0.68
27,Car_2,27-16,36.76518898702901,10.286946600189312,9:08,Moderate Traffic,3.53,9.21,0.35,0.77
28,Car_2,28-1,36.826731952587785,10.191806731740916,15:33,Moderate Traffic,2.43,6.34,0.24,0.53
28,Car_2,28-2,36.867425039378354,10.147099740506974,16:55,Rush Hour,6.02,14.45,0.86,1.89
28,Car_2,28-3,36.85799205970594,10.129074656896494,13:22,Moderate Traffic,1.92,5.01,0.19,0.42
28,Car_2,28-4,36.90543288391834,10.125078472650923,14:14,Moderate Traffic,5.29,11.34,0.53,1.17
28,Car_2,28-5,36.88799606779804,10.123581033690456,15:55,Moderate Traffic,1.94,5.06,0.19,0.42
28,Car_2,28-6,36.87095137388767,10.128649610030797,13:47,Moderate Traffic,1.95,5.09,0.2,0.44
28,Car_2,28-7,36.890593944677754,10.085432076496652,14:04,Moderate Traffic,4.42,11.53,0.44,0.97
28,Car_2,28-8,36.871484535364615,10.13011149033998,13:05,Moderate Traffic,4.51,11.77,0.45,0.99
28,Car_2,28-9,36.84798554672017,10.084114858966975,14:33,Moderate Traffic,4.86,12.68,0.49,1.08
28,Car_2,28-10,36.87459412572421,10.121019415133325,15:40,Moderate Traffic,4.42,11.53,0.44,0.97
28,Car_2,28-11,36.84720505712581,10.116352695997472,16:15,Rush Hour,3.07,9.21,0.44,0.97
28,Car_2,28-12,36.84152386598789,10.127442080539787,13:42,Moderate Traffic,1.17,3.05,0.12,0.26
28,Car_2,28-13,36.874412817197936,10.136567390146604,14:46,Moderate Traffic,3.75,9.78,0.38,0.84
28,Car_2,28-14,36.91259056869093,10.156917110600494,14:14,Moderate Traffic,4.61,12.03,0.46,1.01
28,Car_2,28-15,36.893634014466095,10.198447014014581,16:59,Rush Hour,4.25,12.75,0.61,1.34
28,Car_2,28-16,36.87371835951204,10.154226700459773,13:18,Moderate Traffic,4.51,11.77,0.45,0.99
28,Car_2,28-17,36.869953311106556,10.119877019486438,13:17,Moderate Traffic,3.08,8.03,0.31,0.68
28,Car_2,28-18,36.846475591961244,10.121363683421526,14:42,Moderate Traffic,2.61,6.81,0.26,0.57
29,Car_1,29-1,36.792616632194374,10.162405658753004,10:10,Moderate Traffic,2.3,6.0,0.23,0.51
29,Car_1,29-2,36.76958727811826,10.15475156201435,11:59,Moderate Traffic,2.65,6.91,0.27,0.59
29,Car_1,29-3,36.751316635371616,10.193703163688134,11:33,Moderate Traffic,4.02,10.49,0.4,0.88
29,Car_1,29-4,36.708169860498224,10.162611086910413,11:30,Moderate Traffic,5.54,11.87,0.55,1.21
29,Car_1,29-5,36.680587064596345,10.189364858278871,9:11,Moderate Traffic,3.89,10.15,0.39,0.86
29,Car_1,29-6,36.6513156278424,10.216635951181217,9:29,Moderate Traffic,4.06,10.59,0.41,0.9
29,Car_1,29-7,36.671075658835065,10.205439296581586,9:03,Moderate Traffic,2.41,6.29,0.24,0.53
29,Car_1,29-8,36.682632154520974,10.18774241185463,11:39,Moderate Traffic,2.04,5.32,0.2,0.44
29,Car_1,29-9,36.69488048076177,10.151190300886826,10:57,Moderate Traffic,3.53,9.21,0.35,0.77
29,Car_1,29-10,36.652329211622046,10.136287420970646,10:38,Moderate Traffic,4.91,12.81,0.49,1.08
29,Car_1,29-11,36.70164344591038,10.148245182218394,11:28,Moderate Traffic,5.59,11.98,0.56,1.23
29,Car_1,29-12,36.679509038772075,10.11709724774327,11:41,Moderate Traffic,3.71,9.68,0.37,0.81
29,Car_1,29-13,36.728098380634194,10.12798360702712,11:52,Moderate Traffic,5.49,11.76,0.55,1.21
29,Car_1,29-14,36.72247567346285,10.104136051984597,11:18,Moderate Traffic,2.22,5.79,0.22,0.48
29,Car_1,29-15,36.715535714363824,10.1512524555371,10:15,Moderate Traffic,4.27,11.14,0.43,0.95
29,Car_1,29-16,36.74656113670454,10.108242387451897,10:02,Moderate Traffic,5.16,11.06,0.52,1.14
29,Car_1,29-17,36.79335024009847,10.099585200242037,10:35,Moderate Traffic,5.26,11.27,0.53,1.17
29,Car_1,29-18,36.792266677449796,10.05715429288987,11:15,Moderate Traffic,3.78,9.86,0.38,0.84
29,Car_1,29-19,36.76819400234454,10.097587698723546,10:56,Moderate Traffic,4.49,11.71,0.45,0.99
29,Car_1,29-20,36.81252116449027,10.090241196621887,10:59,Moderate Traffic,4.97,12.97,0.5,1.1
30,Car_1,30-1,36.79165876234802,10.18682589858352,13:45,Moderate Traffic,1.72,4.49,0.17,0.37
30,Car_1,30-2,36.80637974136883,10.206582441627267,15:47,Moderate Traffic,2.4,6.26,0.24,0.53
30,Car_1,30-3,36.79272822913437,10.254261127639037,15:02,Moderate Traffic,4.51,11.77,0.45,0.99
30,Car_1,30-4,36.77057667021733,10.271743222297674,15:28,Moderate Traffic,2.91,7.59,0.29,0.64
30,Car_1,30-5,36.80536617488539,10.252949674155994,14:39,Moderate Traffic,4.21,10.98,0.42,0.92
30,Car_1,30-6,36.76026766170883,10.285331693129459,15:28,Moderate Traffic,5.78,12.39,0.58,1.28
30,Car_1,30-7,36.79001597203712,10.242668876940833,14:20,Moderate Traffic,5.04,10.8,0.5,1.1
30,Car_1,30-8,36.770352761658955,10.276393367625989,13:34,Moderate Traffic,3.72,9.7,0.37,0.81
30,Car_1,30-9,36.800810085599956,10.244219967232866,15:08,Moderate Traffic,4.44,11.58,0.44,0.97
30,Car_1,30-10,36.76536049266015,10.271268224607837,13:48,Moderate Traffic,4.62,12.05,0.46,1.01
30,Car_1,30-11,36.72725101215261,10.23513678538589,16:27,Rush Hour,5.32,12.77,0.76,1.67
30,Car_1,30-12,36.68666735164456,10.18618202217365,15:22,Moderate Traffic,6.28,13.46,0.63,1.39
30,Car_1,30-13,36.710521514884,10.161314152490538,15:54,Moderate Traffic,3.46,9.03,0.35,0.77
30,Car_1,30-14,36.690357728570035,10.190750723870403,14:51,Moderate Traffic,3.45,9.0,0.35,0.77
31,Car_2,31-1,36.77096515561345,10.170409132945117,10:27,Moderate Traffic,4.07,10.62,0.41,0.9
31,Car_2,31-2,36.80886579929311,10.218444940340552,10:26,Moderate Traffic,6.0,12.86,0.6,1.32
31,Car_2,31-3,36.849269972725125,10.257330121423895,10:44,Moderate Traffic,5.67,12.15,0.57,1.25
31,Car_2,31-4,36.87290846591944,10.250707643612124,11:29,Moderate Traffic,2.69,7.02,0.27,0.59
31,Car_2,31-5,36.869690254543805,10.297646355059957,9:31,Moderate Traffic,4.19,10.93,0.42,0.92
31,Car_2,31-6,36.883378225103435,10.279281900169492,10:41,Moderate Traffic,2.23,5.82,0.22,0.48
31,Car_2,31-7,36.835965436225216,10.284282862210773,10:19,Moderate Traffic,5.29,11.34,0.53,1.17
31,Car_2,31-8,36.811527403714415,10.242970439219667,9:23,Moderate Traffic,4.57,11.92,0.46,1.01
31,Car_2,31-9,36.77775857416095,10.205246122872964,9:48,Moderate Traffic,5.04,10.8,0.5,1.1
31,Car_2,31-10,36.759680082331,10.223174498576014,9:39,Moderate Traffic,2.57,6.7,0.26,0.57
31,Car_2,31-11,36.733032347647175,10.216807198958154,9:29,Moderate Traffic,3.02,7.88,0.3,0.66
31,Car_2,31-12,36.69811866028438,10.207216669294285,11:57,Moderate Traffic,3.98,10.38,0.4,0.88
31,Car_2,31-13,36.66704997246845,10.169234425410584,9:02,Moderate Traffic,4.84,12.63,0.48,1.06
31,Car_2,31-14,36.680855557934,10.135069142411167,10:13,Moderate Traffic,3.41,8.9,0.34,0.75
31,Car_2,31-15,36.65101666328144,10.124181964527933,10:38,Moderate Traffic,3.46,9.03,0.35,0.77
31,Car_2,31-16,36.60196437849641,10.15419152643015,10:55,Moderate Traffic,6.08,13.03,0.61,1.34
31,Car_2,31-17,36.609387675553776,10.184402919810324,9:12,Moderate Traffic,2.82,7.36,0.28,0.62
31,Car_2,31-18,36.562270238074355,10.206895348075731,10:38,Moderate Traffic,5.61,12.02,0.56,1.23
31,Car_2,31-19,36.5169212795797,10.168601648393267,10:48,Moderate Traffic,6.09,13.05,0.61,1.34
31,Car_2,31-20,36.49505271943658,10.173250852169032,11:12,Moderate Traffic,2.47,6.44,0.25,0.55
31,Car_2,31-21,36.45250191347553,10.126336983106212,11:07,Moderate Traffic,6.32,13.54,0.63,1.39
31,Car_2,31-22,36.48735438095897,10.116907209736578,10:47,Moderate Traffic,3.97,10.36,0.4,0.88
31,Car_2,31-23,36.49352853059726,10.103885354000834,9:34,Moderate Traffic,1.35,3.52,0.14,0.31
31,Car_2,31-24,36.505674358365724,10.152536159323578,9:16,Moderate Traffic,4.55,11.87,0.45,0.99
31,Car_2,31-25,36.54484878863592,10.166863586246324,10:29,Moderate Traffic,4.54,11.84,0.45,0.99
31,Car_2,31-26,36.55714562663368,10.13328637478039,11:22,Moderate Traffic,3.3,8.61,0.33,0.73
31,Car_2,31-27,36.53532138288942,10.087131818987732,10:52,Moderate Traffic,4.78,12.47,0.48,1.06
32,Car_2,32-1,36.7959934555034,10.190131359092494,13:32,Moderate Traffic,1.4,3.65,0.14,0.31
32,Car_2,32-2,36.774510179242334,10.18645280786187,14:16,Moderate Traffic,2.41,6.29,0.24,0.53
32,Car_2,32-3,36.81164534129615,10.233885500851338,14:02,Moderate Traffic,5.91,12.66,0.59,1.3
32,Car_2,32-4,36.83370434675681,10.222304412168086,15:49,Moderate Traffic,2.66,6.94,0.27,0.59
32,Car_2,32-5,36.86071648133963,10.194661775848447,15:21,Moderate Traffic,3.88,10.12,0.39,0.86
32,Car_2,32-6,36.903991829985365,10.229497330914562,15:38,Moderate Traffic,5.72,12.26,0.57,1.25
32,Car_2,32-7,36.89909050682944,10.24661955380365,15:18,Moderate Traffic,1.62,4.23,0.16,0.35
32,Car_2,32-8,36.924244094712606,10.211848586352417,15:26,Moderate Traffic,4.17,10.88,0.42,0.92
32,Car_2,32-9,36.94449473268746,10.224857985109237,16:57,Rush Hour,2.53,7.59,0.36,0.79
32,Car_2,32-10,36.938877391371236,10.245683419746923,15:12,Moderate Traffic,1.95,5.09,0.2,0.44
32,Car_2,32-11,36.9056202242494,10.278315389570114,15:48,Moderate Traffic,4.7,12.26,0.47,1.03
33,Car_1,33-1,36.83479470818503,10.157651873518466,9:39,Moderate Traffic,3.8,9.91,0.38,0.84
33,Car_1,33-2,36.84659803459319,10.130338503731046,11:18,Moderate Traffic,2.76,7.2,0.28,0.62
33,Car_1,33-3,36.88176513443179,10.169004174226576,10:43,Moderate Traffic,5.21,11.16,0.52,1.14
33,Car_1,33-4,36.91840980390965,10.206450719042593,11:34,Moderate Traffic,5.26,11.27,0.53,1.17
33,Car_1,33-5,36.88117568046274,10.210375723971566,9:20,Moderate Traffic,4.15,10.83,0.42,0.92
33,Car_1,33-6,36.84029561134203,10.213682935078745,9:01,Moderate Traffic,4.56,11.9,0.46,1.01
33,Car_1,33-7,36.87360404158839,10.20556764759776,9:07,Moderate Traffic,3.77,9.83,0.38,0.84
33,Car_1,33-8,36.85270328381947,10.188866781384554,10:19,Moderate Traffic,2.76,7.2,0.28,0.62
33,Car_1,33-9,36.89851754150705,10.19722617942704,11:31,Moderate Traffic,5.15,11.04,0.52,1.14
33,Car_1,33-10,36.94390408818725,10.175285278100802,10:33,Moderate Traffic,5.41,11.59,0.54,1.19
33,Car_1,33-11,36.92752510204347,10.204447369917578,11:47,Moderate Traffic,3.17,8.27,0.32,0.7
33,Car_1,33-12,36.94830482489747,10.207939932629712,11:58,Moderate Traffic,2.33,6.08,0.23,0.51
33,Car_1,33-13,36.979935043909876,10.171186982512316,9:04,Moderate Traffic,4.8,12.52,0.48,1.06
33,Car_1,33-14,36.94272410713197,10.187079380865118,9:03,Moderate Traffic,4.37,11.4,0.44,0.97
33,Car_1,33-15,36.95534693886563,10.178833640062175,9:07,Moderate Traffic,1.58,4.12,0.16,0.35
33,Car_1,33-16,36.98938088052312,10.151987494100586,9:07,Moderate Traffic,4.47,11.66,0.45,0.99
33,Car_1,33-17,36.95226306518681,10.178390028872291,9:55,Moderate Traffic,4.75,12.39,0.47,1.03
33,Car_1,33-18,36.933274054697385,10.14416221312148,11:31,Moderate Traffic,3.7,9.65,0.37,0.81
33,Car_1,33-19,36.946475812750094,10.167220055504867,9:10,Moderate Traffic,2.52,6.57,0.25,0.55
33,Car_1,33-20,36.93312279974616,10.168233634838412,10:16,Moderate Traffic,1.49,3.89,0.15,0.33
33,Car_1,33-21,36.897462007189965,10.201252970000247,9:50,Moderate Traffic,4.93,12.86,0.49,1.08
33,Car_1,33-22,36.87797819521524,10.251002894555016,10:37,Moderate Traffic,4.93,12.86,0.49,1.08
33,Car_1,33-23,36.9188142814074,10.253494998707456,9:59,Moderate Traffic,4.55,11.87,0.45,0.99
33,Car_1,33-24,36.93167617640502,10.25547885217568,11:44,Moderate Traffic,1.44,3.76,0.14,0.31
33,Car_1,33-25,36.903204424472605,10.272649425202573,9:15,Moderate Traffic,3.51,9.16,0.35,0.77
33,Car_1,33-26,36.95226374892626,10.287698005593672,9:36,Moderate Traffic,5.62,12.04,0.56,1.23
33,Car_1,33-27,36.912303189308076,10.253307599257917,10:43,Moderate Traffic,5.39,11.55,0.54,1.19
33,Car_1,33-28,36.94802526537289,10.241126707314814,10:32,Moderate Traffic,4.12,10.75,0.41,0.9
33,Car_1,33-29,36.96356319864971,10.252166253574497,9:36,Moderate Traffic,1.99,5.19,0.2,0.44
33,Car_1,33-30,37.0125722248503,10.211826233136934,9:24,Moderate Traffic,6.52,13.97,0.65,1.43
